index;Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
744;Cheryl;Irlande;Chambre Supérieure;3;Octobre 2022;Famille; 6 octobre 2022;Walking distance to Disney;5.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2022;0;2022-10-06
745;Stephen;Australie;Chambre Supérieure;3;Septembre 2022;Famille; 3 octobre 2022;Tourist processing facility;4.0;;;0;Disney's Newport Bay Club;0;6;septembre;9;2022;1;2022-10-03
746;Samantha;Royaume-Uni;Chambre Supérieure;1;Septembre 2022;Groupe; 1 octobre 2022;Excellent, very clean, spacious facility with friendly and efficient staff;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2022;1;2022-10-01
747;Nirman;Australie;Chambre Supérieure avec Terrasse;3;Septembre 2022;Voyageur individuel; 27 septembre 2022;Assez médiocre ;3.0;;;0;Disney's Newport Bay Club;0;6;septembre;9;2022;0;2022-09-27
748;Ольга;Ukraine;Chambre Supérieure;1;Septembre 2022;Famille; 22 septembre 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-22
750;Sabina;Royaume-Uni;Chambre Supérieure;2;Septembre 2022;Famille; 22 septembre 2022;Glad all we did was sleep there;5.0;;;0;Disney's Newport Bay Club;0;6;septembre;9;2022;0;2022-09-22
751;Ganna;Ukraine;Chambre Supérieure - Côté Lac;2;Septembre 2022;Famille; 21 septembre 2022;Good choice for visiting Disneyland;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-21
752;Rana;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Août 2022;Famille; 9 septembre 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;août;8;2022;1;2022-09-09
753;Ghulam;Pakistan;Chambre Supérieure - Côté Lac;7;Août 2022;Famille; 30 août 2022;Assez médiocre ;3.0;;;0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-30
754;Pennie;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Août 2022;Famille; 25 août 2022;wonderful Disney hotel walking distance to the parks. meet and greet opportunities with characters every evening. lovely;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-25
755;Rana;Arabie saoudite;Chambre Supérieure avec Terrasse;2;Août 2022;Famille; 22 août 2022;other ways it is good;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-22
756;Ameena;Émirats arabes unis;Chambre Supérieure avec Terrasse;4;Août 2022;Famille; 15 août 2022;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-15
757;Sara;Émirats arabes unis;Chambre Supérieure avec Terrasse;3;Août 2022;Famille; 14 août 2022;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-14
758;Mustafa;Australie;Chambre Supérieure - Côté Lac;2;Août 2022;Famille; 13 août 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-13
759;Q80traveler;Koweït;Chambre Supérieure;4;Août 2022;Famille; 10 août 2022;would not recommend anyone to stay there. pay extra and stay somewhere else;1.0;;;0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-10
760;Ahmed;Arabie saoudite;Chambre Supérieure;4;Août 2022;Famille; 4 août 2022;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-04
761;Arif;Émirats arabes unis;Chambre Supérieure;3;Août 2022;Famille; 4 août 2022;liked the proximity of the hotel to Disneyland Paris but would not stay there again because of bad housekeeping service;5.0;;;0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-04
762;Bassett;Royaume-Uni;Chambre Supérieure;2;Juillet 2022;Famille; 29 juillet 2022;Expensive for an old and tired hotel.;1.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-29
763;Angela;Royaume-Uni;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille; 29 juillet 2022;Lovely hotel, great staff and brilliant location.;9.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-29
764;Argosh;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille; 27 juillet 2022;magical;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-27
765;Elodie;États-Unis;Chambre Supérieure - Côté Lac;2;Juillet 2022;Couple; 25 juillet 2022;$1,000 for a two-night stay is overpriced for the quality received;5.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-25
766;Daniya;Arabie saoudite;Chambre Supérieure - Côté Lac;5;Juillet 2022;Famille; 23 juillet 2022;Bed bugs in the bed;1.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-23
767;Badr;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Juillet 2022;Couple; 23 juillet 2022;bad experience, and will not considered the hotel at all once i come again;4.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-23
768;Fransis;Chypre;Chambre Supérieure - Côté Lac;1;Juillet 2022;Famille; 22 juillet 2022;disappointing;4.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-22
769;Ehab;Égypte;Chambre Supérieure;3;Juillet 2022;Famille; 16 juillet 2022;Extremely frustrating and disappointing stay;2.0;;;1;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-16
770;Mohammad;Jordanie;Chambre Supérieure;4;Juillet 2022;Groupe; 15 juillet 2022;not very helpful staff, house keeping are so bad , no water for drinking 2 per day for a rtom of 4;5.0;;;1;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-15
771;Mohammed;Qatar;Chambre Supérieure;2;Juillet 2022;Famille; 15 juillet 2022;it’s really bad and disgusting and poor;1.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-15
772;Reem;Émirats arabes unis;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille; 14 juillet 2022;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-14
773;Nael;Émirats arabes unis;Chambre Supérieure;4;Juillet 2022;Famille; 14 juillet 2022;very bad not clean at all over rated;4.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-14
774;Mei;Royaume-Uni;Chambre Supérieure;1;Juillet 2022;Famille; 6 juillet 2022;Mauvais;1.0;;;1;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-06
775;Jenny;Nouvelle-Zélande;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille; 3 juillet 2022;disappointed with staff at reception and having to traipse back and forth to reception to have issues- of their making-;5.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-03
776;Ali;Qatar;Chambre Supérieure - Côté Lac;1;Juin 2022;Famille; 12 juin 2022;Really im not happy how the ignore me and took my money;1.0;;;0;Disney's Newport Bay Club;0;6;juin;6;2022;0;2022-06-12
777;Shenhav;Israël;Chambre Supérieure - Côté Lac;2;Juin 2022;Famille; 5 juin 2022;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;juin;6;2022;0;2022-06-05
778;Julie;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Mai 2022;Famille; 24 mai 2022;very good experience;9.0;;;0;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-24
779;Ian;Irlande;Chambre Supérieure;3;Mai 2022;Couple; 17 mai 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-17
780;Yousif;Émirats arabes unis;Chambre Club Compass (2 Adultes);1;Mai 2022;Famille; 16 mai 2022;not recommend;4.0;;;0;Disney's Newport Bay Club;0;6;mai;5;2022;0;2022-05-16
781;Gemma;Royaume-Uni;Chambre Supérieure;2;Mars 2022;Famille; 2 mai 2022;lovely hotel, great facilities;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;2;2022-05-02
782;Judith;Pays-Bas;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille; 30 avril 2022;"Overrated stay; outdated and high volume with low services.";3.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-30
783;Thais;États-Unis;Chambre Supérieure;2;Avril 2022;Famille; 29 avril 2022;it’s a ripoff;2.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-29
784;Belén;Espagne;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille; 29 avril 2022;It does not worth being in the hotel;4.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-29
785;Stelios;Grèce;Chambre Supérieure;2;Avril 2022;Famille; 26 avril 2022;totally overpriced;3.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-26
786;Georges;Liban;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille; 22 avril 2022;Will never stay in this hotel again;2.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-22
787;Maikel;Belgique;Chambre Supérieure - Côté Lac;1;Mars 2022;Couple; 18 avril 2022;Awsome;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-04-18
788;Zlila;Israël;Chambre Supérieure - Côté Lac;1;Avril 2022;Famille; 14 avril 2022;never again;2.0;;;1;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-14
789;Philip;Royaume-Uni;Chambre Supérieure;2;Avril 2022;Couple; 13 avril 2022;Disney was great. Hotel left much to be desired.;4.0;;;1;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-13
790;Nigel;Hong Kong;Chambre Supérieure - Côté Lac;3;Avril 2022;Famille; 8 avril 2022;Absolutely terrible.;1.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-08
791;Hallan;France;Chambre Supérieure;2;Avril 2022;Couple; 7 avril 2022;Very disappointed;4.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-07
792;Anthea;Royaume-Uni;Chambre Supérieure;2;Avril 2022;Groupe; 5 avril 2022;ok;5.0;;;0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-05
793;Navjot;Royaume-Uni;Chambre Supérieure;3;Mars 2022;Famille; 31 mars 2022;Kids loved Disney.;5.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-31
794;Ibrahim;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Mars 2022;Couple; 31 mars 2022;Great stay overall and a fun time at disneyland;10.0;;;1;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-31
795;Oisin;Irlande;Chambre Supérieure;2;Mars 2022;Famille; 26 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-26
796;Darren;Royaume-Uni;Chambre Supérieure;1;Mars 2022;Famille; 21 mars 2022;avoid if you can;5.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-21
797;Mohamed;Émirats arabes unis;Chambre Supérieure;1;Mars 2022;Famille; 19 mars 2022;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-19
798;Natalie;Royaume-Uni;Chambre Supérieure - Côté Lac;4;Mars 2022;Famille; 18 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-18
799;Netanël;Israël;Chambre Supérieure;1;Mars 2022;Famille; 8 mars 2022;amazing hotel, crew is friendly and generous;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-08
800;James;Royaume-Uni;Chambre Supérieure;1;Mars 2022;Famille; 6 mars 2022;disappointed;4.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-06
801;Alshabah;Koweït;Chambre Supérieure - Côté Lac;1;Février 2022;Famille; 26 février 2022;Assez médiocre ;3.0;;;0;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-26
802;Maria;Royaume-Uni;Chambre Supérieure;2;Février 2022;Famille; 23 février 2022;location was great but way too pricey for age and condition of hotel;3.0;;;0;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-23
803;Mary;Irlande;Chambre Supérieure;1;Février 2022;Famille; 18 février 2022;Fine if just using room for sleep.;5.0;;;0;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-18
804;George;Royaume-Uni;Chambre Supérieure;2;Février 2022;Famille; 5 février 2022;fantastic staff;10.0;;;1;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-05
805;Paul;Jersey;Chambre Supérieure;2;Janvier 2022;Famille; 26 janvier 2022;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;janvier;1;2022;0;2022-01-26
806;Suosuoals;Koweït;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple; 23 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-23
807;Hanan;Émirats arabes unis;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 15 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-15
808;Ana;Brésil;Chambre Supérieure;1;Janvier 2022;Famille; 9 janvier 2022;Beautiful hotel near Disneyland Paris;9.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-09
809;Niall;Royaume-Uni;Chambre Supérieure;3;Décembre 2021;Couple; 7 janvier 2022;Great stay and a friendly receptionist (Julian);10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;1;2022-01-07
810;Zuheir;Arabie saoudite;Chambre Supérieure;2;Décembre 2021;Famille; 3 janvier 2022;bad experience;1.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;1;2022-01-03
811;Hui;Singapour;Chambre Supérieure;1;Décembre 2021;Famille; 28 décembre 2021;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-28
812;Fatma;Qatar;Chambre Club Compass - Côté Lac (2 Adultes);2;Décembre 2021;Couple; 26 décembre 2021;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-26
813;Noora;Émirats arabes unis;Chambre Supérieure;3;Décembre 2021;Couple; 22 décembre 2021;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-22
814;Constantinos;Chypre;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 16 décembre 2021;it was a good experience it could be awesome;5.0;;;0;Disney's Newport Bay Club;0;6;novembre;11;2021;1;2021-12-16
815;Nirnirle;Israël;Chambre Supérieure;1;Novembre 2021;Famille; 9 décembre 2021;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;novembre;11;2021;1;2021-12-09
816;Susan;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Décembre 2021;Famille; 7 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-07
817;Shauna;Malte;Chambre Supérieure avec Terrasse;4;Novembre 2021;Groupe; 4 décembre 2021;Excellent, but review prices depending on the room sizes.;9.0;;;1;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-12-04
818;Jane;Royaume-Uni;Chambre Club Compass (2 Adultes);2;Novembre 2021;Couple; 30 novembre 2021;Fabulous. Worth the extra for the compass club, room was so big.;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-30
819;Fatima;Émirats arabes unis;Chambre Supérieure;1;Novembre 2021;Famille; 15 novembre 2021;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-15
820;Hassan;Arabie saoudite;Chambre Supérieure;2;Septembre 2021;Famille; 12 novembre 2021;lovely and fun;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;2;2021-11-12
821;Noor;Arabie saoudite;Chambre Club Compass (2 Adultes);1;Octobre 2021;Famille; 1 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-11-01
822;Michelle;Irlande;Chambre Club Compass - Côté Lac (2 Adultes);3;Octobre 2021;Famille; 30 octobre 2021;The best service from staff! So friendly. Hotel so clean. Fantastic location & a great breakfast and;9.0;;;1;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-30
823;Barry;Royaume-Uni;Chambre Supérieure - Côté Lac;4;Octobre 2021;Famille; 29 octobre 2021;Halloween 2021;3.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-29
824;Thomas;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Couple; 19 octobre 2021;Didn't live up to expectations: basic hotel, not good value for money, cleaners strike going on!;5.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-19
825;Valeska;Suisse;Chambre Supérieure;1;Octobre 2021;Famille; 19 octobre 2021;Médiocre ;2.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-19
826;Balas;Roumanie;Chambre Club Compass - Côté Lac (2 Adultes);3;Octobre 2021;Couple; 15 octobre 2021;Best possible vacation that we ever had!;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-15
827;Arthur;Royaume-Uni;Chambre Supérieure;4;Septembre 2021;Famille; 8 octobre 2021;Very disappointing;1.0;;;1;Disney's Newport Bay Club;0;6;septembre;9;2021;1;2021-10-08
828;Fatemah;Koweït;Chambre Supérieure - Côté Lac;3;Octobre 2021;Voyageur individuel; 2 octobre 2021;Mauvais;1.0;;;1;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-02
829;Juliette;Allemagne;Chambre Supérieure;2;Septembre 2021;Famille; 29 septembre 2021;I changed the dates for October and it’s not showing it;2.0;;;0;Disney's Newport Bay Club;0;6;septembre;9;2021;0;2021-09-29
830;Mr;Pays-Bas;Chambre Supérieure;2;Septembre 2021;Famille; 25 septembre 2021;not very nice…;5.0;;;0;Disney's Newport Bay Club;0;6;septembre;9;2021;0;2021-09-25
831;Sultan;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Septembre 2021;Famille; 12 septembre 2021;magical hotel;9.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-12
832;Dean;Irlande;Chambre Supérieure - Côté Lac;1;Septembre 2021;Groupe; 12 septembre 2021;Amazing.;10.0;;;1;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-12
833;Tomas;Slovaquie;Chambre Supérieure;2;Août 2021;Famille; 5 septembre 2021;Great Disney atmosphere;9.0;;;1;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-09-05
834;Fasal;Qatar;Chambre Supérieure - Côté Lac;1;Août 2021;Couple; 30 août 2021;Bad service, no room service, dirty toilet seat;1.0;;;0;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-30
835;Yasmina;Luxembourg;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 30 août 2021;quite good but for a 4 stars we expected a bit more...;4.0;;;0;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-30
836;Afrah;Koweït;Chambre Supérieure - Côté Lac;3;Août 2021;Famille; 27 août 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-27
837;Stacy;États-Unis;Chambre Supérieure;1;Août 2021;Famille; 8 août 2021;"Paying high price for convenience to DLP; otherwise, the room was a 2-star.";4.0;;;0;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-08
838;Michael;Allemagne;Chambre Supérieure;1;Août 2021;Famille; 6 août 2021;Excellent;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-06
839;Julie;Espagne;Chambre Supérieure;3;Août 2021;Famille; 5 août 2021;Felt really conned, hotel way past sell by date, not suitable at all for families.;3.0;;;0;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-05
840;Rayan;Arabie saoudite;Chambre Supérieure;2;Août 2021;Couple; 4 août 2021;Didn't expect that!!;3.0;;;1;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-04
841;Joecharles;Allemagne;Chambre Supérieure;1;Août 2021;Couple; 1 août 2021;Must Stay!;9.0;;;1;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
842;P;Allemagne;Chambre Supérieure;1;Juillet 2021;Famille; 30 juillet 2021;Quality/price not ok;2.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-30
843;Mano;Israël;Chambre Supérieure - Côté Lac;6;Juillet 2021;Famille; 24 juillet 2021;Amazing hotel have everything no needed to go out really amazing staff;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-24
844;Traveling;États-Unis;Chambre Supérieure;1;Juillet 2021;Famille; 14 juillet 2021;Very expensive- not worth it.;5.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-14
845;Petra;Malte;Chambre Supérieure;3;Juin 2021;Famille; 29 juin 2021;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-29
846;Muzaffer;Turquie;Chambre Supérieure;2;Juin 2021;Famille; 25 juin 2021;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-25
847;Frankiefrie;Belgique;Chambre Supérieure - Côté Lac;1;Juin 2021;Couple; 22 juin 2021;Favorite Disney Hotel so far;9.0;;;0;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-22
848;Nele;Belgique;Chambre Club Compass (2 Adultes + 2 Enfants);3;Octobre 2020;Voyageur individuel; 18 octobre 2020;Dont waste your money on compass club level;4.0;;;1;Disney's Newport Bay Club;0;6;octobre;10;2020;0;2020-10-18
849;Vanja;Pays-Bas;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Septembre 2020;Couple; 15 septembre 2020;Amazing experience;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-15
850;Paul;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Août 2020;Famille; 28 août 2020;Last minute trip but wow it has everything you needed plus more;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-28
851;Nuno;Portugal;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Juillet 2020;Famille; 30 juillet 2020;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2020;0;2020-07-30
852;Lucia;Italie;Chambre Supérieure (3 Adultes + 1 Enfant);2;Mars 2020;Famille; 14 mars 2020;I was only there for a day and one night so I don’t have much to say because it was really short.;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-14
853;Anna;Suisse;Chambre Supérieure (2 Adultes + 2 Enfants);3;Mars 2020;Couple; 13 mars 2020;NOT good value. Will avoid if ever back in the region and will certainly not recommend to others;5.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2020;0;2020-03-13
854;Laura;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Famille; 7 mars 2020;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-07
855;Sebastian;Suisse;Chambre Supérieure (3 Adultes + 1 Enfant);1;Mars 2020;Famille; 4 mars 2020;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2020;0;2020-03-04
856;Clint;Royaume-Uni;Chambre Supérieure (4 Adultes);1;Février 2020;Voyageur individuel; 29 février 2020;Over over priced for the quality of the resort, good locations, shocking food and price yatch club;4.0;;;0;Disney's Newport Bay Club;0;6;février;2;2020;0;2020-02-29
857;Rihana;Afrique du Sud;Chambre Supérieure (2 Adultes + 2 Enfants);2;Février 2020;Famille; 26 février 2020;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;février;2;2020;0;2020-02-26
858;Nikki;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Famille; 20 février 2020;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-20
859;Dee;Royaume-Uni;Chambre Supérieure – Côté Lac (1 Adulte + 3 Enfants);1;Février 2020;Famille; 16 février 2020;Exceptionnel;9.6;;;0;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-16
860;Kasey;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Couple; 9 février 2020;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-09
861;Michael;Royaume-Uni;Chambre Club Compass (2 Adultes + 2 Enfants);1;Janvier 2020;Couple; 28 janvier 2020;Compass Club facilities are top notch;9.2;;;2;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-28
862;Abdullah;Koweït;Chambre Supérieure (4 Adultes);1;Janvier 2020;Famille; 15 janvier 2020;Assez médiocre ;3.0;;;0;Disney's Newport Bay Club;0;6;janvier;1;2020;0;2020-01-15
863;Barbara;Irlande;Chambre Supérieure (4 Adultes);3;Janvier 2020;Famille; 6 janvier 2020;Disappointing, Hotel very shabby, Overpriced, Bathroom smelled of sewer, will not be returning;3.0;;;0;Disney's Newport Bay Club;0;6;janvier;1;2020;0;2020-01-06
864;Anna;Royaume-Uni;Chambre Supérieure – Côté Lac (4 Adultes);1;Janvier 2020;Famille; 1 janvier 2020;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
865;Globetrotter;Émirats arabes unis;Chambre Supérieure (2 Adultes + 2 Enfants);4;Décembre 2019;Famille; 29 décembre 2019;Below expectations;4.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2019;0;2019-12-29
866;Anonyme;États-Unis;;2;Mars 2022;Famille; 25 mars 2022;waste of money;6.0;;;0;Disney's Newport Bay Club;1;6;mars;3;2022;0;2022-03-25
867;Anonyme;Allemagne;;3;Octobre 2021;Famille; 14 octobre 2021;Très bien;8.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-14
868;Anonyme;Royaume-Uni;;2;Février 2020;Famille; 20 février 2020;Great position but Disney need to update particularly for 4 star hotel and the high room cost;6.0;;;0;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-20
869;Anonyme;Royaume-Uni;;2;Janvier 2020;Famille; 30 janvier 2020;Agréable;6.0;;;0;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-30
870;Anonyme;Bahreïn;;3;Juillet 2022;Famille; 25 juillet 2022;poorest service by a hotel ever. I will never stay in this hotel nor recommend it to anyone.;1.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-25
871;Anonyme;Émirats arabes unis;;1;Mars 2022;Couple; 7 avril 2022;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2022;1;2022-04-07
872;Anonyme;Royaume-Uni;;4;Mars 2022;Famille; 8 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-08
873;Anonyme;Malte;;2;Novembre 2021;Famille; 27 novembre 2021;comfortable hotel cause close to the park but way too expensive;5.0;;;0;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-27
874;Anonyme;Royaume-Uni;;3;Octobre 2021;Famille; 31 octobre 2021;it cost £110 for two adults and one child for dinner every night far overpriced you could not get room service absolute;1.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-31
875;Anonyme;Pays-Bas;;1;Octobre 2021;Couple; 6 octobre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-06
