country;nuitee;traveler_infos;review_title;positive_review;negative_review;usefulness_review;delay_comment;id_client
France;1;Couple;Ce n'est pas merveilleux comme les market l'ont vendu;Chambre et lits confortable;"Salle de bain très ordinaire par rapport au prix, ce n'est pas assez. J'ai déboursé 900 euros pour la nuit de la veille de noel, je m'attendais à un minimum de la magie du jour.
Je m'attendais à trouver la magie de disneyaland du genre un monde miniaturisé comme décrit mais ce n'était que des statuts et des tableaux sur les murs.. Sans plus.. C'était ordinaire par rapport à ce qui est décrit pour Cet hôtel qui est vendu comme étant une merveille !";0;0;eee92379-c0ee-45ae-8b30-1ae253a90752
Danemark;1;Famille;Très bien;;;0;1;161e828a-3197-451c-b3a2-a3b348d450fd
France;2;Famille;Exceptionnel;;;0;1;64682f77-8e8a-4460-9701-20da97e3f7b5
France;1;Famille;Exceptionnel;"L'hôtel est très classe, très agréable, de très belles représentations des héros Marvel. Nous étions littéralement plongé dans l'univers Marvel.
Le personnel est très accueillant.
Tout était parfait.";Rien;0;0;836c9db4-64e6-4d24-9f30-076942599995
France;1;Famille;Fan de comics vous allez vous regaler, préparer vous cependant à payer;"L’hôtel est magnifique. En tant que fan de comics, c’était incroyable de voir les détails apportés.
Le tout est moderne, chic et donne l’impression d’être transporté totalement ailleurs.
Le personnel très accueillant et chaleureux était toujours présent si nous en avions besoin.";"Nous y sommes allés pour le réveillon de Noël et donc le matin du 25/12.
Il n’y a malheureusement eu aucune magie de Noël. La décoration était très minimaliste : même les chansons de l’hôtel étaient les classiques. Je pense aux enfants qui étaient présents, je ne sais pas si l’hôtel les a fait rêver.
En ce qui concerne les prix, évidemment nous savions qu’à Disney tout était plus cher, mais nous avons tout dé même était surpris. 80€ le repas de Noël au Downtown restaurant, pour un buffet à volonté où il n’y avait strictement rien de plus dans le thème de Noël c’est assez cher. 28€ par personne pour un petit déjeuner bon mais au final assez classique, c’est également cher.
Heureusement que Disney accueille majoritairement des étrangers qui sont plus à même de ne pas faire attention à tout cela, c’est vraiment dommage.
En résumé, nous pourrons potentiellement revenir dans cet hôtel, en basse saison, certainement pas pour les fêtes de fin d’année.";0;0;0250a1bd-c325-4a2e-9044-3201ade0f87d
France;2;Famille;Fabuleux ;Décoration + confort;Tarif des chambres... Sans petit-déjeuner à régler en supplément... A 28 € par personne !!;0;0;adc815e4-2952-4560-8aea-351d04917bee
France;1;Famille;un séjour qui nous laisse un merveilleux souvenir de Noël;la décoration raffinée, la magie qui opère dès notre arrivée dans le hall, l’extrême amabilité du personnel, la propreté de la chambre, la qualité et les saveurs des mets proposés pour le réveillon de Noël au restaurant le Manhattan;;0;0;71779feb-c70d-4552-a984-3e2dc0b645cf
France;1;Famille;Un séjour qui nous laisse un merveilleux souvenir de Noël;la décoration raffinée, la magie du lieu qui opère dès l’arrivée dans le hall, l’extrême amabilité du personnel, la propreté de la chambre, la qualité et les saveurs des mets proposés pour le réveillon de Noël au restaurant le Manhattan.;;0;0;119c724b-f89c-4158-a578-529e95d0f6a5
France;1;Famille;Exceptionnel;;;0;0;6b74c109-a799-41e5-ba66-ff8da15ec050
France;1;Couple;Exceptionnel;;;0;0;c912c47f-5c14-456e-bc72-82acf0f76e70
France;1;Famille;bon emplacement petits budgets s’abstenir;l’emplacement;le niveau de l’ambiance Marvel;0;2;9c6f4866-aae3-4ea3-bbc9-6fcfd72a7bd9
France;1;Famille;Exceptionnel;;;0;1;7e2bb82b-c68b-4566-971a-8fe1d5de85ee
France;1;Famille;week-end en famille;l’hôtel est très beau;;0;0;0e263d03-e0d7-41de-ae48-1a84acc7fc67
France;4;Famille;Fabuleux ;;;0;0;4914c625-1742-49ac-958f-63238d332372
Suisse;4;Groupe;Exceptionnel;;;0;2;aed2db12-c3d3-41c3-9095-b62a298b3484
France;2;Famille;Très bien;;;0;0;88985565-6551-4b4f-91ef-a5f64b5d2475
France;1;Famille;Exceptionnel;;;0;0;48cbf5d9-701f-4d8f-bfa6-48342d33c4d1
Brésil;2;Famille;Très bien;;;0;0;d5832715-dcdc-4629-bc97-db238fdcb1c1
France;2;Famille;Marvellement bien;Le décor et l’esprit Marvel;Prix élevé. L’accès à Disney+ devrait être inclus pour ceux qui ne possède pas de compte afin de découvrir l’ensemble du service de streaming.;0;0;aa48ab34-5e1a-4866-a4f8-d3e41d7e9f85
France;1;Famille;Chouette mais onéreux;Le décor et les repas;Prix élevé;0;0;815ec5ba-15e5-43e2-9bf6-2e5182494db8
France;1;Famille;Agréable;;;0;0;3bf53aa1-7023-4bf7-ab8f-c7cbf1b06afd
France;1;Couple;Magique;Établissement extrêmement agréable.;;0;1;33fb01a1-22d8-4db2-86c2-f502927a212f
Bahreïn;5;Famille;Décevant;;;0;0;be373959-1ebe-4442-97fc-fe6a30da93a2
France;2;Famille;un séjour parfait dans un décor de rêve;;;0;0;dcaabcbf-ebb7-4f6f-b685-ae3bd480f7bb
Émirats arabes unis;1;Famille;Exceptionnel;;;0;0;af449699-e695-43b3-a696-ffcb6d2e0888
France;1;Famille;Exceptionnel;;;0;0;d67e75bd-5d8d-4084-855b-d4399c67e790
Royaume-Uni;1;Famille;quite disappointed with our stay;;;1;0;7335bfa0-54dd-4041-89af-e37c32491878
France;1;Famille;tout était parfait;"Gentillesse et disponibilté du personnel,le confort des chambres et le design de l'hotel fabuleux !!! Nous étions en chambre supérieur le prix est justifié ,le petit déjeuner au petit restaurant avec son centre en arrondie un bon rapport qualité prix 
Nous y reviendrons avec plaisir en pensant à prendre nos maillot de bain";tout fut apprécié rien à dire de négatif;1;0;26716a96-cef4-4ec3-b7f4-7d06c70cb58f
Belgique;1;Famille;Exceptionnel;L hôtel est juste magnifique. Se promener et decouvrir les œuvres est un véritable plaisir;La propreté dans les couloirs est a revoir;0;0;9c707b2b-856e-4867-957b-ba39d2bb4f1d
Espagne;1;Famille;Sabor agridulce;;;0;0;d822729e-6cc8-492c-9a8e-a0058b24f280
France;1;Groupe;excellent;tout;rien;0;0;3fe150f8-e48f-4985-a302-7a5307f6b5b5
France;1;Groupe;incroyable;incroyable;rien tout était parfait;0;0;3fc13ce3-3391-40bb-9d22-a4eebdc31d39
France;2;Famille;tres tres bien;rien a dire tout etait parfait;;0;1;24f43a6e-34d3-4fdc-ba65-fb12df253bd7
Arabie saoudite;1;Famille;Exceptionnel;;;0;1;9ef7625c-8b9d-4019-9a0e-5b37089c85b7
France;1;Famille;Bien ;;;0;0;c28f552b-9d4d-4c2d-aaa5-c5593d98b069
France;1;Famille;Mauvais;;;0;0;612a7c14-1312-40e4-b808-163caefc9402
Grèce;3;Famille;Bien ;;;0;1;a51f36ed-cfa3-46f5-808c-f97296d65d22
France;1;Famille;Très bien;;;0;1;8ddef7b9-2f7d-4b80-b6d1-ba9936b7523e
France;1;Famille;Inoubliable;C’était parfait je le conseil;;1;1;4e3e0382-6188-4b01-a04b-5d7360a0c6fb
France;1;Groupe;Disney magique;la proximité et la gentillesse du personnel et le confort des chambres;la vérification constante du pass sanitaire;0;0;6a2a6914-d413-4965-bd25-a2f91ab0a7b5
France;1;Famille;Très bien;Le magasin La piscine,;;0;0;57b6cb58-754e-4433-8022-543fb8403f4c
Italie;2;Famille;Exceptionnel;;;0;0;a1d323fb-99bb-42b0-8c15-56cb35eee3d4
France;2;Famille;Great ! we will be back !!;;;0;0;23b435a1-f4f0-4091-b8a8-6b6feb1ba43e
France;1;Famille;Exceptionnel;"La décoration
Le thème de l'hôtel
La propreté
La gentillesse du personnel
Tout ce qui est proposé pour les enfants";La vue de ma chambre n'était pas extra;0;0;fc31a756-804d-49c3-92bd-b7a59e7224d1
France;1;Famille;sympa mais trop trop cher;les décors et le confort de la chambre;"très mauvaise gestion des flux (filtrage, covid), demandez moi j ai plein de solution 🤷‍♂️
trop d employés qui ne font rien 
la zone de Fitness Marvel fermée à cause du gel alors Qu il ne fait pas très froid elle sera fermée 6 mois dans l année en France ! inacceptable pour le prix de la chambre";1;0;5b5d89b1-e431-4477-b46a-532c9b0d084a
France;1;Famille;Très bien;;;0;2;fa80c105-1871-4ee5-9ba1-663ef68bf4fd
France;1;Couple;Bien ;;;0;0;27ecf69e-1ace-4d6b-a0b9-772a2472968a
Italie;1;Famille;excellent sejour ! magnifique hôtel !;le petit dejeuner excellent !!! on aurait envie d y passer la matinée.. l écran tv dans la chambre et la décoration énorme !! un superbe hotel !;notre produit douche de salle de bain était vide.. et dommage que l on est pas vu un personnage de marvel à l hotel .;1;0;d509941c-472f-45cc-bd8c-c84db6c9eef6
France;1;Famille;Exceptionnel;Très bel établissement. De très bons équipements. TV miroir. Spacieuse.;;0;0;e6161ebd-363d-46e4-98f6-6fc743c6f623
France;1;Famille;Fabuleux ;;;0;1;0c2bf4b3-fddd-4511-aa61-331f0ad62531
Italie;1;Couple;Exceptionnel;;;0;0;8bff4c8d-755e-41ed-9e6f-07b69ac90023
Qatar;1;Famille;Exceptionnel;;;0;0;fdfbcbdd-a958-45e2-a050-f351498476bf
Espagne;3;Famille;maravilloso;;;0;0;19b37c96-e27b-41e1-80cd-c99831f796ba
Suisse;1;Famille;Fabuleux ;;;0;1;7bf56432-4fcf-4e76-b838-facb54a6a765
Belgique;2;Famille;Exceptionnel;;;0;1;0f19dbe6-be4f-463d-aed3-cfa9d7c68eb1
France;1;Famille;Exceptionnel;;;0;0;dac7476b-659e-48dd-95b3-95c34be54b22
Espagne;4;Famille;disney holidays;;;0;0;5f2614ed-76c1-4c31-90f0-6ed8d3ea293e
France;1;Famille;Très bien;;;0;0;b7e5ba12-b362-48d3-a921-5d5946767be6
Espagne;4;Famille;Bien ;;;0;0;849d2b3c-9e7d-47f4-8de5-ec8f83765575
France;1;Famille;Exceptionnel;;;0;1;0168bdd1-4460-42dc-962d-84373799a101
France;1;Couple;Exceptionnel;;;0;0;b91c561d-f676-4c14-bb9a-73cc1ad5a9ef
France;1;Famille;Très bien;;;0;0;d04d6122-fb5e-46fb-916b-dbfc5fb7f642
France;1;Famille;top;tout;;0;1;c2019bc0-95e3-4ed4-bc07-7b2e14ec47c5
France;1;Couple;Exceptionnel;;;0;0;6ef37a11-5834-4c13-b04e-ff0f68450c6e
Belgique;1;Famille;Fabuleux ;;;0;0;05e5847e-5715-4c40-829c-38372aeb25d5
Belgique;1;Famille;juste magique…;la décoration et le petit déjeuner;;0;0;7c7f1a50-c639-4011-8d93-a64c1b06ec55
Belgique;1;Famille;J'aime plus que 3x1000;"L'hôtel est magnifique . On se retrouve très vite dans l'univers MARVEL.
Le personnel est à l'écoute et présent.
Le petit déjeuner est juste exceptionnel. Il y en a pour tous les gouts.
Le bar de l'hôtel est juste hallucinant.";;1;0;0e83033b-5c1d-4ecc-a112-60d76d7ca509
Israël;1;Famille;Très bien;;;0;0;7c96a8a5-d18a-479e-a79e-fa6c8f4e002a
France;1;Famille;Nous avons passé les 2 journées aux parcs Disney, du coup nous avons peu profité de l'hôtel;"Tout était parfait ! 
Le décor, le personnel et ses attentions... Nous avons passé un séjour exceptionnel. 
Merci à tous";Ne pas avoir plus profité de l'hôtel et de toutes ses prestations (cours de dessin, salle de sport, piscine...);0;0;d7c059e4-0545-4b0a-aa07-97d06c4b1aa7
France;1;Famille;Une super proximité;"Le décors de l 'hotel et des chambres
Design vraiment réussi des chambres";"Pas de peignoirs en chambre plus d une demie heure d attente pour avoir les peignoirs après appel 
Restauration pas attrayante... Pas vu le thème ds les restaurants...
Jacuzzi de la piscine hors service...";0;0;a4091d37-e95e-454f-917a-3f9dcc19f9e1
France;2;Couple;séjour de rêve à faire et à refaire;la thématisation est faite de façon très classe , l’accueil est chaleureux, l’emplacement est idéal pour se rendre à Disney à pied;les salles de restaurant sont bruyantes et un peu petites au vue de la taille de l’hôtel;0;0;94d34d57-7ca5-4c42-8f0c-3e2065fe71fa
Espagne;3;Famille;Fabuleux ;;;0;0;14e4bbea-7d72-41eb-b149-adc72511d974
France;1;Famille;chère pour la qualité du service et des chambres;les chambres sont simples rien de plus , pas top pour un tarif de fou;la restauration , nous sommes retrouvés à ne pas pouvoir manger sur le site de l'hotel alors que nous avions une chambre, la réservation des restaurants est un vrai point noir;0;1;08b5cda1-9b55-4b71-a430-317a67e92dc4
Belgique;3;Voyageur individuel;la magie de Disney est permanente;décor et décoration de Noël;robinetterie baignoire difficile à tourner avec les mains humides. manque un bon mitigeur.;0;0;16f294c5-3b10-4ef8-81d9-2e72b2122f9a
France;1;Couple;Fabuleux ;;;0;0;9d8a379c-b0df-46cf-a749-7e8cbf15eebe
Espagne;3;Famille;Maravilloso , mi hijo ha vuelto enamorado;;;0;0;26d475d9-3311-4329-88ef-bb5f602ce54b
Irlande;4;Famille;Exceptionnel;;;0;0;84983712-8b8c-42e9-bb1d-aa0d46aa5a6c
France;1;Famille;Beau souvenir;Très joli, beau design, accueil agréable. Je recommande;L'attente pour passer la sécurité pour accéder à Disney village, plus de 40 minutes le matin;0;0;dcd8ae48-53ca-463c-84a3-dd9cd5171fd9
France;1;Famille;Une parenthèse enchantée.;La chambre spacieuse, les équipements haut de gamme, la propreté des lieux, le design et le haut standing de l'hôtel. Nous espérons que si nous revenons l'année prochaine tout sera toujours parfait.;;0;0;3defa9e3-58e5-4c5c-9fe3-1ff74269db7b
Espagne;1;Famille;sitio fantástico para repetir;;;0;0;e2215b2e-051c-45c5-b5a0-ba3e797ab36a
Irlande;1;Couple;Location Location Location;;;0;0;9fb2336b-1a9e-4bef-bdd2-cc56b5ba69bf
France;1;Famille;Exceptionnel;;;0;0;562a9cbe-61aa-4474-9fce-6c56bab210ed
Irlande;3;Famille;It was MARVELous!;;;0;0;951b67e1-dcad-40db-966d-50dfde60880b
France;1;Famille;déçue par la chambre;la décoration et l accueil.;"nous avions déjà fait réservation en empire states donc un super accueil …
cette fois on a vu la différence de l amabilité du personnel moins au petits soins…. se ne sont pas des chambres au prix d un formule 1 donc un minimum.
la chambre de mon neveu était surchauffée, problème avec le chauffage, impossible de le baisser et on nous a répondu «  on aurait pu vous donner un ventilateur »????
au mois de novembre, un ventilateur ???y’a pas un problème là … 
cette fois-ci très déçue …";0;0;f5f11a94-1626-4124-a938-492410eccdad
Belgique;1;Famille;Séjour anniversaire;"C'était vraiment génial...super expérience.
Tout était parfait.
Beaucoup d'extra : petit déjeuner, en cas de 16 à 18h, boissons à volonté jusque 22h,...";A améliorer : la taille des peignoirs, prévoir du XL. Des cabines famille à la piscine. Pourquoi fermer Jacuzzi, hammam et sauna à cause du COVID ? Prévoir de l'espace pour déposer ses affaires personnelles dans la salle de bain. Prévoir de l'espace dans la chambre pour poser ses valises ou pour ranger ses vêtements. C'est des suggestions. Chambre superbe;2;0;a9ccbae7-4e6f-4700-b77f-8e1a0c08ba18
France;1;Famille;bon séjour a part la mauvaise nuit qui nous aurait permis d’être moins fatiguė;bel hôtel bon emplacement par rapport au parc;nous avions la chambre 2234 et hier soir toute la soirée jusqu’à minuit et ce matin de bonne heure il y’avait les bruits incésents des chaises qui traîner sur le sol impossible de dormir correctement c’est vraiment dommage car le reste c’était bien;1;0;843d9fdf-14ea-4725-9eb1-cc49e2b3924f
France;2;Famille;Bien mais;Hôtel moderne très jolie dans le thème Marvel avec de belle toile de super héros...;Problème de clim nous avons terminer la nuit avec un chauffage électrique et membre du personnel intrusive ayant frappé à la porte et ouvert sans même que nous n’ayons eu le temps de nous manifester. Le personnel c’est excuser en prétextant qu’il pensaient que la chambre n’était pas occupé...nous avons demander un changement de chambre et un surclassement avec vu compte tenu du contexte. Nous avons effectivement obtenu une autre chambre mais avec vu partiel...bref on y retournera pas.;0;0;ca32cc1b-f3c4-431e-99c7-345027b10b41
France;1;Couple;Exceptionnel;J’ai tout aimé;Rien;0;1;0f5f46d4-ff9e-4b1d-b58f-153e36a8d852
Israël;1;Famille;Très bien;;;0;1;3b7b1a5c-e311-474c-9941-aec4d5cb3c12
Belgique;1;Famille;Très bien;"Les cast étaient géniaux. Le petit déjeuner excellent.
Situation génial";Le ménage dans la chambre n etait pas au top niveau poussière...;1;1;50506b34-cac5-432d-a0f2-a0022c4752c7
Belgique;1;Famille;séjour parfait en famille;super séjour dans cet hôtel fraîchement rénové ! nos enfants se sont éclatés !!;rien;0;1;32078003-4138-40b5-bd1b-ce56d4418728
France;1;Famille;On a passé un très bon séjour super sympa;Super bien placé pour visiter le parc Disneyland;;0;0;d68863db-8839-477d-b390-bd542d1c347f
France;1;Famille;Exceptionnel;;;0;0;ed8cf580-a1d3-4172-b643-d5e5f6cc12fe
Belgique;1;Famille;Ik ben klaar om terug te gaan.;;;0;0;8f081336-7c6d-4e30-9736-5005edb80c91
France;1;Famille;un rêve pour notre fils;l'esprit marvel;le prix qui reste deraisonné;0;0;9922dcef-6ffc-495f-918d-7debee1afebb
Allemagne;2;Famille;Fabuleux ;;;0;0;5bc4b43f-357c-47f5-b319-5f0a1b827d3d
France;2;Couple;Exceptionnel;L´hôtel est juste ouf. Avec les décorations marvel;;0;0;74158fc8-e340-4b87-bdd4-463d48ac30dd
France;1;Famille;Absolument fantastique !!;"Hôtel absolument magnifique !!!
Personnel plus que sympa 
Décoration fantastique";;0;0;07723dc9-6b9d-4e7c-83a1-0899ff3eed45
Royaume-Uni;1;Famille;too pricey for the quality of stay and service. management need to be improved;;;0;0;8b4b014a-d353-49a2-ad80-7666ebbd659a
Ukraine;1;Famille;Exceptionnel;;;0;0;6c64ad5b-30cd-4d34-819a-0a1376a6d2a7
Belgique;2;Famille;Plus jamais de réservation via Booking;Rien;Le fait de ne pouvoir y aller en dernière minute pour cause d’infection au Covid-19 et de ne pas être soutenu ni entendu ni par Booking ni par Disneyland Paris!;0;0;c8cd409a-09f7-4a80-8de7-247c8f8a24df
Suisse;1;Famille;Agréable;;;0;0;66055518-8425-427c-8cca-5e0777a7c069
France;1;Famille;Exceptionnel;;;0;0;b6e8d8b1-c30d-45cf-8c6c-820858acaa7f
Belgique;1;Famille;chouette séjour en famille;emplacement pour vivre Eurodisney;le prix ! tout y est cher : chambre bar resto;1;0;21c0a21e-ecb5-4eba-b199-1b4d74fe6cfa
France;1;Couple;Un peu déçu pour le prix;Les chambres sont très belle;La poussière sur l'écran de télé...;0;1;f1ebf751-bd72-4c7a-adf1-3001da6f88c1
Grèce;1;Famille;Assez médiocre ;;;0;1;4059c3a5-b664-4280-9b64-5ec6610eb05d
France;1;Famille;Fabuleux ;;;0;0;399e77bf-421e-41d0-ab59-8b97f53e9f93
France;1;Famille;Trop de monde dans le parc mais super hôtel j y reviendrai;Très bien tout ce qu il faut. Personnel très agréable.;Rien;0;0;a6716056-49a8-4c02-881d-81f6b21ae32f
France;1;Couple;Au top;Séjour très agréable, l hôtel est magnifique, le personnel est poli et souriant, la chambre spacieuse et propre, la literie est au top. Très bon petit déjeuner où le personnel est très agréable et serviable, beaucoup de choix de qualité.;;1;0;91b5c4aa-931f-4138-9964-e31324a82930
France;1;Famille;Sans plus;Chanbre;;0;0;5b67df15-d2bc-4e68-98c9-3ddff956960a
France;1;Famille;nul;personnel décevant;le personnel;0;0;13a22c91-6cec-4880-abd0-c9517b64bcac
France;1;Famille;Agréable;"Heureusement que le personnel est charmant car vos prix sont exorbitants par rapport aux prestations fournies, nous avions l'habitude de descendre à l'hôtel NEW YORK à chaque fois que nous venions à DISNEY après avoir été dans chacun de vos hôtels, l'hôtel NEW YORK avaient des prestations et des petites attentions qui faisaient la différence. A présent tout est calculé à l'économie pour vous et aux dépenses excessives pour nous. Les chambres sont bine plus petites. Un petit déjeuner à 28 euros par personne pour une chambre à 365 euros, c'est de l'abus. Des consignes payantes dans le parc c'est de l'abus, des ""pass"" à 15 euros par attraction, c'est encore de l'abus, quand vous payez une entrée à 198 euros la journée pour les deux parcs ! La qualité des objets en boutique n'est pas la hauteur des prix. Tout est fabriqué en chine. Si nous ne choisissons pas de réserver des restaurants aux coûts encore excessifs, LA NOURRITURE EST INFECTE. Bref, c'était la dernière fois que je mettais les pieds à DISNEY. Dorénavant, nous choisirons des parcs qui nous permettent de passer d'agréables moments sans dépenser des sommes astronomiques, d'autant plus plus que les attractions sont régulièrement en panne, avec des attentes de 45 minutes en moyenne, CECI AUSSI C'EST DE L'ABUS. Par ailleurs, je tenais aussi à vous dire qu'en période de COVID, je trouve inadmissible que nous soyons entassés comme des sardines des les files d'attente, et je ne parle pas des salles de spectacles où j'ai même vu des personnes assises sur les genoux des autres. PAS de respect des gestes barrières. PAS de distanciation sociale. ""C'est la fête à Paulette"". On peut nous bassiner qu'il faut porter le masque quand tout le reste n'est pas respecter. Un week-end qui aurait dû être fantastique, au vu des sommes investies et qui dans son ensemble est plutôt passable.";;1;0;d0f74573-6e12-40d6-b71b-cb40d1991dbf
Espagne;1;Famille;Exceptionnel;;;0;0;4bd95b0e-23e5-42bb-8475-11304a9a5cf8
Espagne;1;Couple;Para el recuerdo;;;0;0;72ebf00e-ef80-4ddb-aafd-de196ada6ab0
Suisse;2;Famille;Infirmerie;Le personnel très aimable;Il manque un service d'infirmerie dans l'hôtel pour les enfants (bobologie) on a dû nous rendre dans le parc où on été très très bien reçu.;0;0;4cdea06e-11db-4713-850c-ba79593a49e8
Italie;1;Famille;Fabuleux ;;;0;0;d4b44ec9-2b91-470d-892b-3ba0549123bf
France;1;Famille;Très bien;Proche de l'entrée de Disney;C'est chere, mais on s'y attend avec les prix Disney.;0;2;d4d68fce-f0a9-41a2-af4a-f9e1575d886c
France;1;Famille;Exceptionnel;;;0;0;76111064-3d0d-4c32-b469-c410cfe9cebb
Italie;1;Famille;Il meglio che si può aver per gli appassionati marvel;;;0;0;96162cf1-7e0a-4603-92b0-590905d3d381
Italie;1;Couple;Marvel hotel - esperienza 100% Marvel;;;0;1;118874e6-7aa4-47e9-a539-882c66058444
France;2;Famille;Fabuleux ;;;0;0;94298c52-209a-4505-be8f-f0073d28d78c
Belgique;1;Famille;Fabuleux ;L hôtel est magnifique et à côté du parc Disney. Top. La décoration est très belle pour tous les fans de Marvel. Personnel super disponible et agréable;,Le prix... Deux lits 140 cm dans notre chambre, pas de place pour deux lits plus grands, dommage.;0;0;2d52ac04-3d79-4d1d-ba8b-af765e6b4966
France;1;Famille;Bien ;;;0;0;0b6a32ad-cd11-4c67-bea9-6fcf962ba4bd
Croatie;3;Famille;Awful Disney staff and policy dealing with bookings made via booking.com;;;1;0;1a746f9d-34e2-458c-acae-b281ff2ad50e
Royaume-Uni;1;Famille;Exceptionnel;;;0;0;d8b2cebc-a9bf-4235-a009-98bbf4aeabe1
France;1;Famille;Fabuleux ;;;0;0;24e0d945-1053-4032-9fb3-c5242fc61e56
France;2;Famille;Fabuleux ;;;0;0;090f2f1e-725c-4917-8851-0c150c216fa5
Roumanie;1;Famille;Assez médiocre ;;;0;0;a40f5e18-1d19-423c-8f86-209889508172
Belgique;1;Famille;magnifique séjour à refaire;très accueillant très propre chambre bien arrangée;;0;0;2b97e791-d38d-4c1c-ba10-8c657c20e2af
France;1;Famille;Très bien;;;0;0;a407ee03-50da-4e5e-9cd5-a4840a6c7ded
France;1;Groupe;Fabuleux ;;;0;0;43eb4fa3-f4d0-424e-a262-93e6b986f272
Israël;1;Couple;Exceptionnel;;;0;0;2c7d0a8f-d728-4300-b6d8-e055ef31b16a
Brésil;1;Famille;Fabuleux ;;;0;0;45de14fb-4204-49da-9f90-edae9d19da54
France;1;Groupe;Super;Chambre tout confort, proximité du parc, restaurant super !;La piscine manque d'un toboggan;0;1;bbb09823-b5d8-4395-8f76-060a0e602cb8
Portugal;2;Famille;Fabuleux ;;;0;0;58937533-e3cd-4a1a-9738-a44fa2b9d70f
France;1;Couple;Exceptionnel;;;0;0;c4795afe-c55b-4df5-b2d5-441ade0a2f7a
France;1;Famille;Décevant;;;0;0;05f23dfe-a30c-45a5-9f31-883c3adb4cc9
Portugal;1;Famille;Très bien;;;0;0;5c0754d7-2415-4263-99a3-c6ca8c20d97b
France;1;Couple;Parfait sauf l'entrée au parc;"L'emplacement.
L'accueil et la rapidité du ""check-in""
La possibilité de laisser ses bagages le matin d'arrivée jusqu'au soir du départ.
La rapidité au petit déj.
La piscine.";A l'arrivée, je n'avais pas le pass pour les moments de magie en plus. Malgré ma réservation montrée, à l'entrée du parc, l'agent a été arrogant, moqueur et méprisant. Me demandant même, si j'avais été déjà dans un hôtel de ma vie avec ironie.;0;0;9c7331f0-cced-458c-bbbd-ad9a8b1a72fb
Venezuela;2;Famille;regular;;;2;0;3f1a3516-c2d5-4260-814b-87e25e0e126b
Bahreïn;2;Famille;Exceptionnel;;;0;0;63ab5317-852c-479b-8d66-bf97f451f9c0
France;1;Famille;court mais incroyable;la décoration magnifique. la gentillesse de certains cast members. la modernité des chambres;;0;0;98dafdf2-c516-4091-af38-448afc7b37de
Pays-Bas;3;Famille;Exceptionnel;;;0;1;8d4766d1-468d-433f-9684-57726428e5d5
France;1;Famille;Fabuleux ;;;0;1;afd230f3-73bb-417d-b7c0-e0acd711bce7
France;1;Famille;Assez médiocre ;Chambre;La magie de disney completement détruite par la politique pass sanitaire + masque : ceinture bretelle. Si vous voulez qu'on vous rappelle de mettre le masque au dessus du nez toutes les 5min c'est l'ideal.;0;1;c603f409-ff5a-47c5-8ed6-f65240955a43
Belgique;1;Couple;Exceptionnel;;;0;0;4fd6b19b-368f-4aec-87aa-8e8cbbc95e69
Royaume-Uni;1;Couple;Fantastic Stay;;;0;0;96f35231-6cb9-459a-a67e-cc5b7deb5ad6
France;2;Famille;Très bien;"l'hôtel magnifique 🥰🥰
la chambre très jolie
la literie en largeur pas assez 
nous étions 3 dans une chambre et dans l'autre 4 personnes et en bouteille d'eau et café il n'y en avait pas pour tous vu le prix des 2 nuits...☹
 les décors dans les chambres tous pareils ce n'est diversifié";"la piscine l'eau pas propre 
Le sèche cheveux ne fonctionnait pas mais le personnel me l'a changé";0;0;d48d0948-3672-4e13-a614-de91608e174f
France;1;Couple;super beau week-end mais un peut déçu;l’accueil et la décoration et le personnel super à l’écoute et super gentil .;l’emplacement on n’avais pas une super belle vue. dommage car la chambre était belle.Et pour les restaurants dommage que il faut réserver des mois en avance car on se retrouve à manger à des heure super tard si plus de place bah faut allez hors de l’hôtel .;1;0;4132065d-7ffb-4188-970a-2751671b14fe
Turquie;1;Famille;Agréable;;;0;0;530d8b4e-a65a-49e9-b52b-5dd42dc7526e
France;1;Famille;Fabuleux ;Service impeccable, le personnel au top!;Le bruit de la ventilation;0;0;67d6308d-6f48-4039-9ded-314ad99803a4
France;1;Groupe;Un grand pouvoir implique de grande responsabilité;vraiment tout , lit , salle de bain , décoration, petit-déjeuner;;0;0;938dcdde-8746-432c-9ae5-efe2233363e5
France;1;Famille;Un super séjour en famille !;Nous sommes ravis ! L'hôtel est magnifique, la décoration est splendide, le dîner est excellent, la proximité avec les parcs est très agréable, les services de l'hôtel et de Disneyland Paris sont très appréciables. Un Grand Bravo à tous les employés, dont ceux qui sont également dans l'ombre et qui ne sont pas souvent remerciés. Merci et Bravo à tous ! Nous reviendrons avec plaisir.;;0;0;b265284e-1447-48f7-941e-3b09a530e4be
France;1;Famille;Exceptionnel;;;0;0;dff34b26-f21d-483c-a4a9-dc1ea49d1d75
France;1;Famille;Bien ;;;0;0;a83d7603-12c9-4e90-b08d-0da61ad3d262
France;1;Couple;Juste un mot suffit: MAGIQUE;l’accueil, la taille des chambre et du lit, la télé incroyable;la propreté dans la chambre ( il y avait des bout de papier toilette dans la salle de bain) et notre sèche cheveux ne marchait pas;0;0;5f6e8b34-8552-4df8-a2eb-553398276bbb
France;3;Couple;Très bien;;;0;2;c89e52cb-a8e2-4792-afd0-470fd034930b
