Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Andreas;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille; 19 septembre 2021;Greatly disappointed by the view;6.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;septembre;9;2021;0;2021-09-01
Raymond;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Septembre 2021;Famille; 14 septembre 2021;COVID safe?;6.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;septembre;9;2021;0;2021-09-01
Abdulllah;Koweït;Chambre Supérieure;2;Septembre 2021;Famille; 3 septembre 2021;the staff was fine but the room is very old also the a/c not that good , the room was little bit clean;6.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;septembre;9;2021;0;2021-09-01
Danilo;Luxembourg;Chambre Supérieure;2;Août 2021;Couple; 15 août 2021;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;août;8;2021;0;2021-08-01
Jeroen;Pays-Bas;Chambre Supérieure;1;Août 2021;Famille; 6 août 2021;It’s a factory;6.0;;;;Disney's Newport Bay Club;1;6;août;8;2021;0;2021-08-01
Ioan-alexandru;Roumanie;Chambre Supérieure;3;Juillet 2021;Famille; 31 juillet 2021;Lovely staff;6.0;;;;Disney's Newport Bay Club;1;6;juillet;7;2021;0;2021-07-01
Mirka;Pays-Bas;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 30 juillet 2021;Bien ;7.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;juillet;7;2021;0;2021-07-01
Christopher;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 28 juillet 2021;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;juillet;7;2021;0;2021-07-01
Nora;Luxembourg;Chambre Supérieure - Côté Lac;2;Juillet 2021;Voyageur individuel; 12 juillet 2021;Expensive but worth it if you want to treat yourself;8.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Sebastian;Allemagne;Chambre Supérieure - Côté Lac;3;Juin 2021;Famille; 1 juillet 2021;Great location to visit Disneyland and therefore worth the price.;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-06-01
Julie;Brésil;Chambre Supérieure;1;Juin 2021;Famille; 27 juin 2021;it was ok but maybe should not have reopened until there aren't as many covid restrictions;6.0;;;;Disney's Newport Bay Club;1;6;juin;6;2021;0;2021-06-01
Rachid;Pays-Bas;Chambre Supérieure - Côté Lac;1;Octobre 2020;Famille; 11 octobre 2020;Price/quality is not good. The security, to get to the park, was not the most happiest person that day. He even ask;6.0;;;;Disney's Newport Bay Club;1;6;octobre;10;2020;0;2020-10-01
Mickey;Japon;Chambre Supérieure – Côté Lac (4 Adultes);2;Août 2020;Famille; 6 septembre 2020;Close to Disneyland;7.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;août;8;2020;1;2020-08-01
Sara;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Juillet 2020;Famille; 14 août 2020;Not worth the price;6.0;;;;Disney's Newport Bay Club;1;6;juillet;7;2020;1;2020-07-01
Joana;Hong Kong;Chambre Supérieure (2 Adultes + 2 Enfants);3;Mars 2020;Famille; 6 mai 2020;Very good, my family had great fun :);7.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;mars;3;2020;2;2020-03-01
Angela;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);4;Mars 2020;Voyageur individuel; 17 mars 2020;All in all it was worth it to stay here but we didn’t have to food package because of the cost.;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Matthew;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Groupe; 24 février 2020;Très bien;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Christine;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Famille; 24 février 2020;Overnight stay;7.1;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-01
Sibel;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Février 2020;Famille; 22 février 2020;Bien ;7.5;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-01
Elaine;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Couple; 20 février 2020;Bien ;7.5;;;;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-01
Frederico;Brésil;Chambre Supérieure (3 Adultes + 1 Enfant);2;Janvier 2020;Famille; 10 février 2020;Bien ;7.0;;;3 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;janvier;1;2020;1;2020-01-01
Mwm;Koweït;Chambre Supérieure (2 Adultes + 2 Enfants);4;Février 2020;Couple; 5 février 2020;We had fun;7.0;;;;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-01
Stefano;;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Février 2020;Famille; 2 février 2020;Bien ;7.1;;;3 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-01
ٍsultan;Arabie saoudite;Chambre Club Compass (2 Adultes + 2 Enfants);3;Janvier 2020;Famille; 2 février 2020;watch out for housekeeping !;7.0;;;7 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;janvier;1;2020;1;2020-01-01
Linda;Égypte;Chambre Compass Club – Côté Lac (2 Adultes + 2 Enfants);3;Janvier 2020;Famille; 26 janvier 2020;Good location nice view;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Talal;Liban;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Décembre 2019;Famille; 18 janvier 2020;Good and fun stay.;8.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2019;1;2019-12-01
Mohamed;Arabie saoudite;Chambre Supérieure – Côté Lac (4 Adultes);1;Janvier 2020;Famille; 13 janvier 2020;Location is good;7.9;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-01
Mohamed;Arabie saoudite;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Janvier 2020;Famille; 13 janvier 2020;Good Location;7.9;;;;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-01
Julie;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Décembre 2019;Famille; 5 janvier 2020;Bien ;7.0;;;3 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;décembre;12;2019;1;2019-12-01
Yasmin;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Décembre 2019;Couple; 4 janvier 2020;Bien ;7.1;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;décembre;12;2019;1;2019-12-01
Julien;Japon;Chambre Supérieure (2 Adultes + 2 Enfants);1;Janvier 2020;Couple; 4 janvier 2020;Bien ;7.1;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-01
Shaun;Royaume-Uni;Chambre Supérieure (4 Adultes);1;Décembre 2019;Groupe; 1 janvier 2020;Très bien;8.3;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;décembre;12;2019;1;2019-12-01
Paul;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Décembre 2019;Famille; 1 janvier 2020;Bien ;7.1;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;décembre;12;2019;1;2019-12-01
Emile;États-Unis;Chambre Supérieure avec Terrasse;1;Novembre 2022;Couple; 19 décembre 2022;a very nice stay.;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;1;2022-11-01
Effie8688;Singapour;Chambre Supérieure;3;Décembre 2022;Famille; 17 décembre 2022;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2022;0;2022-12-01
Constantinos;Chypre;Chambre Supérieure;2;Décembre 2022;Famille; 12 décembre 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2022;0;2022-12-01
Roisin;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Novembre 2022;Famille; 28 novembre 2022;enjoyable;4.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2022;0;2022-11-01
Elena;Royaume-Uni;Chambre Supérieure;1;Novembre 2022;Famille; 20 novembre 2022;amazing weekend!!;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Amandeep;Royaume-Uni;Chambre Supérieure;4;Septembre 2022;Famille; 13 novembre 2022;amazing would definitely book there again maybe next time go for club experience;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2022;2;2022-09-01
Mabelle;Australie;Chambre Supérieure;2;Novembre 2022;Famille; 13 novembre 2022;I do not recommend. Don’t waste your money, stay at Hotel L’Elysees in Val d’Europe. You WILL not get a 4 star experienc;2.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;novembre;11;2022;0;2022-11-01
Tracey;Royaume-Uni;Chambre Supérieure;2;Novembre 2022;Voyageur individuel; 11 novembre 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Renaud;Île Maurice;Chambre Club Compass - Côté Lac (2 Adultes);1;Octobre 2022;Famille; 5 novembre 2022;We pre booked some entry to the theme park. Otherwise we would had loved to stay in the room only..;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;1;2022-10-01
Renaud;Île Maurice;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille; 5 novembre 2022;We booked two different room for our stay but we'll definitely come back in the club one next time.;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;1;2022-10-01
Hasan;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Novembre 2022;Couple; 2 novembre 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Mendalyn;États-Unis;Chambre Supérieure avec Terrasse;1;Octobre 2022;Famille; 23 octobre 2022;AMAZING! We would stay here again.;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Nuno;Portugal;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille; 23 octobre 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Hanan;Arabie saoudite;Chambre Supérieure;1;Octobre 2022;Famille; 16 octobre 2022;They booked me a special needs room and I requested a standard room;5.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2022;0;2022-10-01
חיים;Israël;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille; 15 octobre 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Georgia;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2022;Groupe; 15 octobre 2022;Lovely hotel!;10.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Shmuel;Israël;Chambre Supérieure;1;Octobre 2022;Famille; 14 octobre 2022;Great place to stay;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Abdulaziz;Arabie saoudite;Chambre Supérieure;1;Octobre 2022;Famille; 12 octobre 2022;Nice place, poor staff;4.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2022;0;2022-10-01
Laura;Royaume-Uni;Chambre Supérieure avec Terrasse;3;Octobre 2022;Groupe; 9 octobre 2022;A great stay to visit the parks;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Cheryl;Irlande;Chambre Supérieure;3;Octobre 2022;Famille; 6 octobre 2022;Walking distance to Disney;5.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2022;0;2022-10-01
Stephen;Australie;Chambre Supérieure;3;Septembre 2022;Famille; 3 octobre 2022;Tourist processing facility;4.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2022;1;2022-09-01
Samantha;Royaume-Uni;Chambre Supérieure;1;Septembre 2022;Groupe; 1 octobre 2022;Excellent, very clean, spacious facility with friendly and efficient staff;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2022;1;2022-09-01
Nirman;Australie;Chambre Supérieure avec Terrasse;3;Septembre 2022;Voyageur individuel; 27 septembre 2022;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2022;0;2022-09-01
Ольга;Ukraine;Chambre Supérieure;1;Septembre 2022;Famille; 22 septembre 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-01
Sabina;Royaume-Uni;Chambre Supérieure;2;Septembre 2022;Famille; 22 septembre 2022;Glad all we did was sleep there;5.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2022;0;2022-09-01
Ganna;Ukraine;Chambre Supérieure - Côté Lac;2;Septembre 2022;Famille; 21 septembre 2022;Good choice for visiting Disneyland;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-01
Rana;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Août 2022;Famille; 9 septembre 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;1;2022-08-01
Ghulam;Pakistan;Chambre Supérieure - Côté Lac;7;Août 2022;Famille; 30 août 2022;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-01
Pennie;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Août 2022;Famille; 25 août 2022;wonderful Disney hotel walking distance to the parks. meet and greet opportunities with characters every evening. lovely;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
Rana;Arabie saoudite;Chambre Supérieure avec Terrasse;2;Août 2022;Famille; 22 août 2022;other ways it is good;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
Ameena;Émirats arabes unis;Chambre Supérieure avec Terrasse;4;Août 2022;Famille; 15 août 2022;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-01
Sara;Émirats arabes unis;Chambre Supérieure avec Terrasse;3;Août 2022;Famille; 14 août 2022;Passable;5.0;;;;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-01
Mustafa;Australie;Chambre Supérieure - Côté Lac;2;Août 2022;Famille; 13 août 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
Q80traveler;Koweït;Chambre Supérieure;4;Août 2022;Famille; 10 août 2022;would not recommend anyone to stay there. pay extra and stay somewhere else;1.0;;;;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-01
Ahmed;Arabie saoudite;Chambre Supérieure;4;Août 2022;Famille; 4 août 2022;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-01
Arif;Émirats arabes unis;Chambre Supérieure;3;Août 2022;Famille; 4 août 2022;liked the proximity of the hotel to Disneyland Paris but would not stay there again because of bad housekeeping service;5.0;;;;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-01
Bassett;Royaume-Uni;Chambre Supérieure;2;Juillet 2022;Famille; 29 juillet 2022;Expensive for an old and tired hotel.;1.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Angela;Royaume-Uni;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille; 29 juillet 2022;Lovely hotel, great staff and brilliant location.;9.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Argosh;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille; 27 juillet 2022;magical;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Elodie;États-Unis;Chambre Supérieure - Côté Lac;2;Juillet 2022;Couple; 25 juillet 2022;$1,000 for a two-night stay is overpriced for the quality received;5.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Daniya;Arabie saoudite;Chambre Supérieure - Côté Lac;5;Juillet 2022;Famille; 23 juillet 2022;Bed bugs in the bed;1.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Badr;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Juillet 2022;Couple; 23 juillet 2022;bad experience, and will not considered the hotel at all once i come again;4.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Fransis;Chypre;Chambre Supérieure - Côté Lac;1;Juillet 2022;Famille; 22 juillet 2022;disappointing;4.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Ehab;Égypte;Chambre Supérieure;3;Juillet 2022;Famille; 16 juillet 2022;Extremely frustrating and disappointing stay;2.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Mohammad;Jordanie;Chambre Supérieure;4;Juillet 2022;Groupe; 15 juillet 2022;not very helpful staff, house keeping are so bad , no water for drinking 2 per day for a rtom of 4;5.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Mohammed;Qatar;Chambre Supérieure;2;Juillet 2022;Famille; 15 juillet 2022;it’s really bad and disgusting and poor;1.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Reem;Émirats arabes unis;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille; 14 juillet 2022;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Nael;Émirats arabes unis;Chambre Supérieure;4;Juillet 2022;Famille; 14 juillet 2022;very bad not clean at all over rated;4.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Mei;Royaume-Uni;Chambre Supérieure;1;Juillet 2022;Famille; 6 juillet 2022;Mauvais;1.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Jenny;Nouvelle-Zélande;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille; 3 juillet 2022;disappointed with staff at reception and having to traipse back and forth to reception to have issues- of their making-;5.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Ali;Qatar;Chambre Supérieure - Côté Lac;1;Juin 2022;Famille; 12 juin 2022;Really im not happy how the ignore me and took my money;1.0;;;;Disney's Newport Bay Club;0;6;juin;6;2022;0;2022-06-01
Shenhav;Israël;Chambre Supérieure - Côté Lac;2;Juin 2022;Famille; 5 juin 2022;Passable;5.0;;;;Disney's Newport Bay Club;0;6;juin;6;2022;0;2022-06-01
Julie;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Mai 2022;Famille; 24 mai 2022;very good experience;9.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Ian;Irlande;Chambre Supérieure;3;Mai 2022;Couple; 17 mai 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Yousif;Émirats arabes unis;Chambre Club Compass (2 Adultes);1;Mai 2022;Famille; 16 mai 2022;not recommend;4.0;;;;Disney's Newport Bay Club;0;6;mai;5;2022;0;2022-05-01
Gemma;Royaume-Uni;Chambre Supérieure;2;Mars 2022;Famille; 2 mai 2022;lovely hotel, great facilities;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;2;2022-03-01
Judith;Pays-Bas;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille; 30 avril 2022;"Overrated stay; outdated and high volume with low services.";3.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Thais;États-Unis;Chambre Supérieure;2;Avril 2022;Famille; 29 avril 2022;it’s a ripoff;2.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Belén;Espagne;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille; 29 avril 2022;It does not worth being in the hotel;4.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Stelios;Grèce;Chambre Supérieure;2;Avril 2022;Famille; 26 avril 2022;totally overpriced;3.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Georges;Liban;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille; 22 avril 2022;Will never stay in this hotel again;2.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Maikel;Belgique;Chambre Supérieure - Côté Lac;1;Mars 2022;Couple; 18 avril 2022;Awsome;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-03-01
Zlila;Israël;Chambre Supérieure - Côté Lac;1;Avril 2022;Famille; 14 avril 2022;never again;2.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Philip;Royaume-Uni;Chambre Supérieure;2;Avril 2022;Couple; 13 avril 2022;Disney was great. Hotel left much to be desired.;4.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Nigel;Hong Kong;Chambre Supérieure - Côté Lac;3;Avril 2022;Famille; 8 avril 2022;Absolutely terrible.;1.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Hallan;France;Chambre Supérieure;2;Avril 2022;Couple; 7 avril 2022;Very disappointed;4.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Anthea;Royaume-Uni;Chambre Supérieure;2;Avril 2022;Groupe; 5 avril 2022;ok;5.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Navjot;Royaume-Uni;Chambre Supérieure;3;Mars 2022;Famille; 31 mars 2022;Kids loved Disney.;5.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-01
Ibrahim;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Mars 2022;Couple; 31 mars 2022;Great stay overall and a fun time at disneyland;10.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Oisin;Irlande;Chambre Supérieure;2;Mars 2022;Famille; 26 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Darren;Royaume-Uni;Chambre Supérieure;1;Mars 2022;Famille; 21 mars 2022;avoid if you can;5.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-01
Mohamed;Émirats arabes unis;Chambre Supérieure;1;Mars 2022;Famille; 19 mars 2022;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-01
Natalie;Royaume-Uni;Chambre Supérieure - Côté Lac;4;Mars 2022;Famille; 18 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Netanël;Israël;Chambre Supérieure;1;Mars 2022;Famille; 8 mars 2022;amazing hotel, crew is friendly and generous;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
James;Royaume-Uni;Chambre Supérieure;1;Mars 2022;Famille; 6 mars 2022;disappointed;4.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-01
Alshabah;Koweït;Chambre Supérieure - Côté Lac;1;Février 2022;Famille; 26 février 2022;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-01
Maria;Royaume-Uni;Chambre Supérieure;2;Février 2022;Famille; 23 février 2022;location was great but way too pricey for age and condition of hotel;3.0;;;;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-01
Mary;Irlande;Chambre Supérieure;1;Février 2022;Famille; 18 février 2022;Fine if just using room for sleep.;5.0;;;;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-01
George;Royaume-Uni;Chambre Supérieure;2;Février 2022;Famille; 5 février 2022;fantastic staff;10.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Paul;Jersey;Chambre Supérieure;2;Janvier 2022;Famille; 26 janvier 2022;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;janvier;1;2022;0;2022-01-01
Suosuoals;Koweït;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple; 23 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Hanan;Émirats arabes unis;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 15 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Ana;Brésil;Chambre Supérieure;1;Janvier 2022;Famille; 9 janvier 2022;Beautiful hotel near Disneyland Paris;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Niall;Royaume-Uni;Chambre Supérieure;3;Décembre 2021;Couple; 7 janvier 2022;Great stay and a friendly receptionist (Julian);10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;1;2021-12-01
Zuheir;Arabie saoudite;Chambre Supérieure;2;Décembre 2021;Famille; 3 janvier 2022;bad experience;1.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;1;2021-12-01
Hui;Singapour;Chambre Supérieure;1;Décembre 2021;Famille; 28 décembre 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-01
Fatma;Qatar;Chambre Club Compass - Côté Lac (2 Adultes);2;Décembre 2021;Couple; 26 décembre 2021;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-01
Noora;Émirats arabes unis;Chambre Supérieure;3;Décembre 2021;Couple; 22 décembre 2021;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-01
Constantinos;Chypre;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 16 décembre 2021;it was a good experience it could be awesome;5.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2021;1;2021-11-01
Nirnirle;Israël;Chambre Supérieure;1;Novembre 2021;Famille; 9 décembre 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2021;1;2021-11-01
Susan;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Décembre 2021;Famille; 7 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Shauna;Malte;Chambre Supérieure avec Terrasse;4;Novembre 2021;Groupe; 4 décembre 2021;Excellent, but review prices depending on the room sizes.;9.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
