Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Virginie;France;Chambre Standard Cars;1;Décembre 2021;Famille; 8 décembre 2021;Agréable;6.0;Petit déjeuner moyen;Le rapport qualité prix;0;VirginieFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 8 décembre 2021Agréable;Santa_Fe;1;2;décembre;12;2021;0;2021-12-01
Lna078;France;Chambre Standard Cars;1;Novembre 2021;Famille; 8 décembre 2021;Bien;8.0;"Pratique d'avoir les places de parking près des chambres.
Bel hôtel
Les chambres ressemblent à ceux de l'hôtel Cheyenne.
La devanture de l'hôtel
La navette gratuite
La literie";Un manque de charme comparé aux autres hôtels Disney, on y est bien mais sans plus.;0;Lna078FranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 8 décembre 2021Bien;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Guillaume;France;Chambre Standard Cars;1;Décembre 2021;Famille; 7 décembre 2021;Bien ;7.0;;;0;GuillaumeFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 7 décembre 2021Bien ;Santa_Fe;1;2;décembre;12;2021;0;2021-12-01
Gemma;Royaume-Uni;Chambre Standard Cars;5;Décembre 2021;Couple; 7 décembre 2021;Très bien;8.0;;;0;GemmaRoyaume-UniChambre Standard CarsDécembre 2021CoupleCommentaire envoyé le 7 décembre 2021Très bien;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Erik;Pays-Bas;Chambre Standard Cars;4;Décembre 2021;Couple; 7 décembre 2021;Passable;5.0;;;0;ErikPays-BasChambre Standard CarsDécembre 2021CoupleCommentaire envoyé le 7 décembre 2021Passable;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Katja;Allemagne;Chambre Standard Cars;1;Décembre 2021;Famille; 7 décembre 2021;Décevant;4.0;;;0;KatjaAllemagneChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 7 décembre 2021Décevant;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Jérémy;France;Chambre Standard Cars - Proche Commodités;1;Novembre 2021;Famille; 7 décembre 2021;Exceptionnel;10.0;;;0;JérémyFranceChambre Standard Cars - Proche CommoditésNovembre 2021FamilleCommentaire envoyé le 7 décembre 2021Exceptionnel;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Francisco;Espagne;Chambre Standard Cars;2;Décembre 2021;Famille; 7 décembre 2021;No me gustó nada.;4.0;;;0;FranciscoEspagneChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 7 décembre 2021No me gustó nada.;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Ahmed;Arabie saoudite;Chambre Standard Cars - Proche Commodités;3;Décembre 2021;Famille; 6 décembre 2021;Exceptionnel;10.0;;;0;AhmedArabie saouditeChambre Standard Cars - Proche CommoditésDécembre 2021FamilleCommentaire envoyé le 6 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Mélanie;France;Chambre Standard Cars;1;Décembre 2021;Famille; 6 décembre 2021;Décevant;4.0;L'ambiance de l'hôtel est géniale, le décors superbe;La chambre sale , toile d'araignée énorme , absence de rideau de douche et manque de produits de toilettes habituel aux hôtels disney , que j'ai signaler , et rien à été fait .;0;MélanieFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 6 décembre 2021Décevant;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Nathalie;Luxembourg;Chambre Standard Cars;3;Décembre 2021;Famille; 6 décembre 2021;Très bien;8.0;;;0;NathalieLuxembourgChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 6 décembre 2021Très bien;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Raphaël;France;Chambre Standard Cars;1;Novembre 2021;Famille; 6 décembre 2021;Exceptionnel;10.0;;;0;RaphaëlFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 6 décembre 2021Exceptionnel;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Alisson;Belgique;Chambre Standard Cars;1;Décembre 2021;Famille; 6 décembre 2021;Bien ;7.0;Le cadre et son ambiance nous plonge dans l'univers de Cars;;0;AlissonBelgiqueChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 6 décembre 2021Bien ;Santa_Fe;1;2;décembre;12;2021;0;2021-12-01
Alexandra;France;Chambre Standard Cars;1;Décembre 2021;Famille; 6 décembre 2021;Fabuleux ;9.0;;;0;AlexandraFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 6 décembre 2021Fabuleux ;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Anonyme;France;;1;Décembre 2021;Famille; 6 décembre 2021;Exceptionnel;10.0;;;0;AnonymeFrancenanDécembre 2021FamilleCommentaire envoyé le 6 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Pauline;France;Chambre Standard Cars;1;Décembre 2021;Groupe; 6 décembre 2021;Fabuleux ;9.0;;;0;PaulineFranceChambre Standard CarsDécembre 2021GroupeCommentaire envoyé le 6 décembre 2021Fabuleux ;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Daniela;Allemagne;Chambre Standard Cars;1;Novembre 2021;Famille; 6 décembre 2021;Bien ;7.0;;;0;DanielaAllemagneChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 6 décembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Sébastien;France;Chambre Standard Cars;1;Novembre 2021;Famille; 6 décembre 2021;Exceptionnel;10.0;;;0;SébastienFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 6 décembre 2021Exceptionnel;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Anonyme;Indonésie;;3;Décembre 2021;Famille; 5 décembre 2021;Exceptionnel;10.0;;;0;AnonymeIndonésienanDécembre 2021FamilleCommentaire envoyé le 5 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Selma;France;Chambre Standard Cars;1;Décembre 2021;Couple; 5 décembre 2021;Fabuleux ;9.0;;;0;SelmaFranceChambre Standard CarsDécembre 2021CoupleCommentaire envoyé le 5 décembre 2021Fabuleux ;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Jonathan;Gibraltar;Chambre Standard Cars;5;Décembre 2021;Famille; 5 décembre 2021;Très bien;8.0;;;0;JonathanGibraltarChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 5 décembre 2021Très bien;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Elodie;France;Chambre Standard Cars;1;Décembre 2021;Famille; 5 décembre 2021;Agréable;6.0;;;0;ElodieFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 5 décembre 2021Agréable;Santa_Fe;1;2;décembre;12;2021;0;2021-12-01
Gregory;France;Chambre Standard Cars - Côté Rivière;1;Décembre 2021;Famille; 5 décembre 2021;Trop cool;8.0;Propreté et le calme;"Manque le petit déjeuner offert dans le forfait de la chambre 
180 euros la nuitée pour 4 sans petit déjeuner est quand même très excessif";0;GregoryFranceChambre Standard Cars - Côté RivièreDécembre 2021FamilleCommentaire envoyé le 5 décembre 2021Trop cool;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Damien1988;France;Chambre Standard Cars;2;Décembre 2021;Famille; 4 décembre 2021;Passable;5.0;;;0;Damien1988FranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 4 décembre 2021Passable;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Anonyme;France;;3;Décembre 2021;Famille; 4 décembre 2021;Très bien;8.0;;;0;AnonymeFrancenanDécembre 2021FamilleCommentaire envoyé le 4 décembre 2021Très bien;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Irene;Espagne;Chambre Standard Cars - Côté Rivière;2;Décembre 2021;Famille; 4 décembre 2021;Exceptionnel;10.0;;;0;IreneEspagneChambre Standard Cars - Côté RivièreDécembre 2021FamilleCommentaire envoyé le 4 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Rami;Émirats arabes unis;Chambre Standard Cars;1;Décembre 2021;Famille; 4 décembre 2021;Assez médiocre ;3.0;;;0;RamiÉmirats arabes unisChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 4 décembre 2021Assez médiocre ;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Sabrina;France;Chambre Standard Cars;1;Décembre 2021;Famille; 4 décembre 2021;Exceptionnel;10.0;;;0;SabrinaFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 4 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Roberta;Italie;Chambre Standard Cars;1;Décembre 2021;Famille; 3 décembre 2021;Exceptionnel;10.0;;;0;RobertaItalieChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 3 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Lola;France;Chambre Standard Cars;1;Novembre 2021;Couple; 3 décembre 2021;Très bien;8.0;;;0;LolaFranceChambre Standard CarsNovembre 2021CoupleCommentaire envoyé le 3 décembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Anonyme;France;;1;Décembre 2021;Couple; 3 décembre 2021;excellent;10.0;bien;l’ambiance;0;AnonymeFrancenanDécembre 2021CoupleCommentaire envoyé le 3 décembre 2021excellent;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Gales;Luxembourg;Chambre Standard Cars;2;Décembre 2021;Famille; 2 décembre 2021;Décevant;4.0;;;0;GalesLuxembourgChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 2 décembre 2021Décevant;Santa_Fe;0;2;décembre;12;2021;0;2021-12-01
Liam;Royaume-Uni;Chambre Standard Cars;1;Décembre 2021;Couple; 2 décembre 2021;Exceptionnel;10.0;;;0;LiamRoyaume-UniChambre Standard CarsDécembre 2021CoupleCommentaire envoyé le 2 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Adi;Israël;Chambre Standard Cars;1;Décembre 2021;Famille; 2 décembre 2021;Très bien;8.0;;;0;AdiIsraëlChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 2 décembre 2021Très bien;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Marnix;Pays-Bas;Chambre Standard Cars;4;Novembre 2021;Famille; 2 décembre 2021;Voldoende voor de prijs kwaliteit verhouding;7.0;;;0;MarnixPays-BasChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 2 décembre 2021Voldoende voor de prijs kwaliteit verhouding;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Emily;Irlande;Chambre Standard Cars - Côté Rivière;3;Novembre 2021;Groupe; 2 décembre 2021;Bien ;7.0;;;0;EmilyIrlandeChambre Standard Cars - Côté RivièreNovembre 2021GroupeCommentaire envoyé le 2 décembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Marlene;France;Chambre Standard Cars;1;Novembre 2021;Famille; 2 décembre 2021;Correct;6.0;"Hotel bien situé par rapport aux parcs Disney 
Restaurant avec buffet Tex Mex 
Navettes régulières pour le parc 
Salle de bain propre avec produits et serviettes pour chacun
Présence de personnages Disney le soir";"Taille de la couette trop petite, ne couvre pas assez 
Propreté de la moquette dans les chambres";0;MarleneFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 2 décembre 2021Correct;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Marlene;France;Chambre Standard Cars;1;Décembre 2021;Famille; 2 décembre 2021;Correct;6.0;"Bon buffet pour petit déjeuner et dîner. 
Hotel bien situé par rapport aux parcs Disney. 
Navettes très régulières 
Personnel très gentil 
Salle de bain et produits très bien et propre";"Taille de la couette trop petite en largeur, on se découvre très vite adultes comme enfants, donc pas du tout agréable. 
Propreté de la moquette dans les chambres.
Salle pour manger où l'on est un peu trop serré aux autres";0;MarleneFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 2 décembre 2021Correct;Santa_Fe;1;2;décembre;12;2021;0;2021-12-01
Jonathan;France;Chambre Standard Cars;2;Novembre 2021;Groupe; 1 décembre 2021;Très bien;8.0;Bon rapport qualité /prix;;0;JonathanFranceChambre Standard CarsNovembre 2021GroupeCommentaire envoyé le 1 décembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Nicolas;France;Chambre Standard Cars;1;Novembre 2021;Couple; 1 décembre 2021;Pratique car à côté du parc mais c’est tout.;6.0;l’univers et l’emplacement, chambre spacieuse et calme.;chambre vétuste, douche cassée, pas très propre;0;NicolasFranceChambre Standard CarsNovembre 2021CoupleCommentaire envoyé le 1 décembre 2021Pratique car à côté du parc mais c’est tout.;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Soline;France;Chambre Standard Cars;1;Décembre 2021;Famille; 1 décembre 2021;Très bien;8.0;;;0;SolineFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 1 décembre 2021Très bien;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Elodie;France;Chambre Standard Cars;2;Décembre 2021;Famille; 1 décembre 2021;Exceptionnel;10.0;Le lit est super confortable, le personnel gentil et donne des explications clairs, le personnel de ménage a fait un super boulot d'une nuit à l'autre !;Compliqué de trouver l'accueil quand on connaît pas et que l'on est à pied;0;ElodieFranceChambre Standard CarsDécembre 2021FamilleCommentaire envoyé le 1 décembre 2021Exceptionnel;Santa_Fe;2;2;décembre;12;2021;0;2021-12-01
Marouita;France;Chambre Standard Cars - Côté Rivière;2;Novembre 2021;Famille; 1 décembre 2021;Bien ;7.0;;;0;MarouitaFranceChambre Standard Cars - Côté RivièreNovembre 2021FamilleCommentaire envoyé le 1 décembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Virginie;France;Chambre Standard Cars;3;Novembre 2021;Famille; 1 décembre 2021;Bien ;7.0;;;0;VirginieFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 1 décembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;1;2021-11-01
Floriane;France;Chambre Standard Cars;1;Novembre 2021;Famille; 1 décembre 2021;Très bien;8.0;;;0;FlorianeFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 1 décembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
Zaki;Arabie saoudite;Chambre Standard Cars;1;Novembre 2021;Famille; 1 décembre 2021;Très bien;8.0;;;0;ZakiArabie saouditeChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 1 décembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;1;2021-11-01
G-raldine;Belgique;Chambre Standard Cars - Côté Rivière;1;Novembre 2021;Groupe; 30 novembre 2021;Très bien;8.0;;;0;G-raldineBelgiqueChambre Standard Cars - Côté RivièreNovembre 2021GroupeCommentaire envoyé le 30 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Michaela;Allemagne;Chambre Standard Cars;2;Septembre 2021;Couple; 30 novembre 2021;Très bien;8.0;;;0;MichaelaAllemagneChambre Standard CarsSeptembre 2021CoupleCommentaire envoyé le 30 novembre 2021Très bien;Santa_Fe;2;2;septembre;9;2021;2;2021-09-01
Malaquin;Belgique;Chambre Standard Cars;1;Novembre 2021;Voyageur individuel; 30 novembre 2021;Hotel sympa, mais gros besoin d'une rénovation.;7.0;Acces rapide par un bus au parc Disneyland paris, les cast sont très agréables, l'hôtel est correct et l'ambiance cars est vraiment bien présente.;Hôtel un peu vieux et un peu cher par rapport au prix des hôtels partenaires (du même niveau). Salle de bain à rénover.;0;MalaquinBelgiqueChambre Standard CarsNovembre 2021Voyageur individuelCommentaire envoyé le 30 novembre 2021Hotel sympa, mais gros besoin d'une rénovation.;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Liam;Royaume-Uni;Chambre Standard Cars;1;Novembre 2021;Couple; 30 novembre 2021;Exceptionnel;10.0;;;0;LiamRoyaume-UniChambre Standard CarsNovembre 2021CoupleCommentaire envoyé le 30 novembre 2021Exceptionnel;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Christelle;France;Chambre Standard Cars;1;Novembre 2021;Famille; 29 novembre 2021;Bien ;7.0;;;0;ChristelleFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Sandra;Italie;Chambre Standard Cars;1;Novembre 2021;Famille; 29 novembre 2021;Très bien;8.0;;;0;SandraItalieChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Elena;Italie;Chambre Standard Cars;1;Novembre 2021;Famille; 29 novembre 2021;Agréable;6.0;;;0;ElenaItalieChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Agréable;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Elodie;France;Chambre Standard Cars;3;Novembre 2021;Famille; 29 novembre 2021;Merveilleux;8.0;"Super hôtel navette toutes les 10/15 min.
Theme sur cars mes fils on adorer.
Personnel super et souriant.";"Sur le site il certifie que nos avons le droit accéder au parc grâce au magic pass de l hotel hors se n est pas vrai.
Avec le magic pass on peu pas rentré dans le parc je suis déçu.
Hotel pas insonorisé";0;ElodieFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Merveilleux;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Elena;Italie;Chambre Standard Cars;3;Novembre 2021;Famille; 29 novembre 2021;Très bien;8.0;;;0;ElenaItalieChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Jarnicotonbleu;France;Chambre Standard Cars - Proche Commodités;1;Novembre 2021;Groupe; 29 novembre 2021;Vraiment si vous n'avez pas d'autre choix...;4.0;"Parking surveillé. 
L'avantage en dormant à l'hôtel, c'est que vous pouvez bénéficier d'un accès prioritaire au Parc le lendemain, avant l'ouverture des portes au grand public (1h avant).";"La réception a mis plus de 40 min à sortir les cartes des 4 chambres que nous avions réservées, avec 2 enfants et une femme enceinte, c'est long... 
Couloirs sales, pas d'ascenseur (pas trouvé en tous les cas), chambres bruyantes (isolation HS), pas de double vitrage visiblement (ou alors plus fonctionnel.... ?). Pour 250€ la nuit (en chambre double), à ce prix là vous avez un hôtel en général haut de gamme ! Nous n'avons pas pris le Petit déjeuner. A 21€, je vous invite à aller au starbucks qui est dans l'hôtel.";0;JarnicotonbleuFranceChambre Standard Cars - Proche CommoditésNovembre 2021GroupeCommentaire envoyé le 29 novembre 2021Vraiment si vous n'avez pas d'autre choix...;Santa_Fe;0;2;novembre;11;2021;0;2021-11-01
Asuka;Japon;Chambre Standard Cars;1;Novembre 2021;Famille; 29 novembre 2021;Bien ;7.0;;;0;AsukaJaponChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Anice;Émirats arabes unis;Chambre Standard Cars - Côté Rivière;2;Novembre 2021;Famille; 29 novembre 2021;Décevant;4.0;;;0;AniceÉmirats arabes unisChambre Standard Cars - Côté RivièreNovembre 2021FamilleCommentaire envoyé le 29 novembre 2021Décevant;Santa_Fe;0;2;novembre;11;2021;0;2021-11-01
Jacques;France;Chambre Standard Cars - Proche Commodités;1;Novembre 2021;Famille; 28 novembre 2021;Assez médiocre ;3.0;;;0;JacquesFranceChambre Standard Cars - Proche CommoditésNovembre 2021FamilleCommentaire envoyé le 28 novembre 2021Assez médiocre ;Santa_Fe;0;2;novembre;11;2021;0;2021-11-01
Vivi;France;Chambre Standard Cars - Côté Rivière;1;Novembre 2021;Famille; 28 novembre 2021;séjour magique !!!;10.0;la chambre avec vue sur la rivière, très beau 🥰;;0;ViviFranceChambre Standard Cars - Côté RivièreNovembre 2021FamilleCommentaire envoyé le 28 novembre 2021séjour magique !!!;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Martinez;France;Chambre Standard Cars;1;Novembre 2021;Famille; 28 novembre 2021;Fabuleux ;9.0;Accueil et disponibilité des équipes, choix des buffets, propreté;Trop froid dans la chambre, matelas tres dur;0;MartinezFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 28 novembre 2021Fabuleux ;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Alain;France;Chambre Standard Cars - Proche Commodités;1;Novembre 2021;Famille; 28 novembre 2021;Bien ;7.0;L' hôtel est situé prés du parc Disney, à pied c'est très agréable de s'y rendre. Le personnel est aimable;l'insonorisation des chambres, trés bruyant on entend les conversations des chambres voisines.;1;AlainFranceChambre Standard Cars - Proche CommoditésNovembre 2021FamilleCommentaire envoyé le 28 novembre 2021Bien ;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Linsey;Pays-Bas;Chambre Standard Cars - Côté Rivière;2;Novembre 2021;Famille; 28 novembre 2021;Santa Fé 2 nachten;6.0;;;0;LinseyPays-BasChambre Standard Cars - Côté RivièreNovembre 2021FamilleCommentaire envoyé le 28 novembre 2021Santa Fé 2 nachten;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Noëllie;France;Chambre Standard Cars;3;Novembre 2021;Couple; 28 novembre 2021;Un séjour parfait et inoubliable.;10.0;Tout était parfait ! Chambre et personnel au top du top !;Rien à redire;0;NoëllieFranceChambre Standard CarsNovembre 2021CoupleCommentaire envoyé le 28 novembre 2021Un séjour parfait et inoubliable.;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Lauren;Royaume-Uni;Chambre Standard Cars - Côté Rivière;3;Novembre 2021;Famille; 27 novembre 2021;Brilliant stay at Hotel Santa Fe;9.0;;;0;LaurenRoyaume-UniChambre Standard Cars - Côté RivièreNovembre 2021FamilleCommentaire envoyé le 27 novembre 2021Brilliant stay at Hotel Santa Fe;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Yuka;France;Chambre Standard Cars;1;Novembre 2021;Famille; 27 novembre 2021;Fabuleux ;9.0;un bon emplacement avec des navettes fréquentes / On a bien profité du moment de magie / propre / pas cher;;1;YukaFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 27 novembre 2021Fabuleux ;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Sasa;France;Chambre Standard Cars;1;Novembre 2021;Famille; 27 novembre 2021;Très bien;8.0;;;0;SasaFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 27 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Clément;France;Chambre Standard Cars;1;Novembre 2021;Couple; 27 novembre 2021;Exceptionnel;10.0;;;0;ClémentFranceChambre Standard CarsNovembre 2021CoupleCommentaire envoyé le 27 novembre 2021Exceptionnel;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Alexandra;France;Chambre Standard Cars - Côté Rivière;2;Novembre 2021;Couple; 27 novembre 2021;Lit séparé et peu de place de parc;9.0;"Chambre donnant sur la rivière
Ambiance qui reflète parfaitement Cars et l'univers western
Starbucks dans l'hôtel
Navette qui nous emmène au parc";"Impossible d'avoir une chambre avec un lit double lors de la réservation..
Nous avons du dormir dans 2 lits séparé
Chambre loin de la réception, peu de place de parc près de l'entrée, mon conjoint était en béquille, ça n'a pas été facile.";0;AlexandraFranceChambre Standard Cars - Côté RivièreNovembre 2021CoupleCommentaire envoyé le 27 novembre 2021Lit séparé et peu de place de parc;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Dolores;Espagne;Chambre Standard Cars - Proche Commodités;1;Novembre 2021;Famille; 27 novembre 2021;la experiencia dusney es increible, pero carísima…;7.0;;;2;DoloresEspagneChambre Standard Cars - Proche CommoditésNovembre 2021FamilleCommentaire envoyé le 27 novembre 2021la experiencia dusney es increible, pero carísima…;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Jean-hubert;France;Chambre Standard Cars;3;Novembre 2021;Voyageur individuel; 26 novembre 2021;Correct mais hors de prix;5.0;Un rapport qualité/prix plutôt médiocre pour un hotel correct, mais pas transcendant non plus malgré le coût. Le côté pratique d'être au sein de Disneyland ne suffit pas à justifier tous les excès.;;0;Jean-hubertFranceChambre Standard CarsNovembre 2021Voyageur individuelCommentaire envoyé le 26 novembre 2021Correct mais hors de prix;Santa_Fe;0;2;novembre;11;2021;0;2021-11-01
Mircea;France;Chambre Standard Cars - Côté Rivière;2;Novembre 2021;Voyageur individuel; 26 novembre 2021;Très bien;8.0;;;0;MirceaFranceChambre Standard Cars - Côté RivièreNovembre 2021Voyageur individuelCommentaire envoyé le 26 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Anonyme;Belgique;;2;Novembre 2021;Groupe; 26 novembre 2021;Très bien;8.0;;;0;AnonymeBelgiquenanNovembre 2021GroupeCommentaire envoyé le 26 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Kelly;Belgique;Chambre Standard Cars;1;Novembre 2021;Famille; 26 novembre 2021;Très bien;8.0;;;0;KellyBelgiqueChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 26 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Laure;France;Chambre Standard Cars;1;Novembre 2021;Famille; 26 novembre 2021;Exceptionnel;10.0;;;0;LaureFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 26 novembre 2021Exceptionnel;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Anonyme;France;;1;Novembre 2021;Famille; 26 novembre 2021;Cadeau d'anniversaire pour ma fille de 10 ans;10.0;Tout;Le personnel toujours souriant. Deux lits 2 places et confortables... 5 min à pied du parc Disneyland;0;AnonymeFrancenanNovembre 2021FamilleCommentaire envoyé le 26 novembre 2021Cadeau d'anniversaire pour ma fille de 10 ans;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
Anais;France;Chambre Standard Cars;2;Novembre 2021;Famille; 25 novembre 2021;cher pour ce que c est;5.0;bonne ambiance personnel sympa beau cadre;lit raide / mauvaise isolation on entend tout manque d oreiller ils sont trop plat;0;AnaisFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 25 novembre 2021cher pour ce que c est;Santa_Fe;0;2;novembre;11;2021;0;2021-11-01
Sonia;France;Chambre Standard Cars;2;Novembre 2021;Famille; 25 novembre 2021;Moyen;6.0;L emplacement proche du Parc et la navette gratuite;Pas de bouilloire ni cafetière en chambre . Au vu du prix c est un minimum. Literie très très dur.;0;SoniaFranceChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 25 novembre 2021Moyen;Santa_Fe;1;2;novembre;11;2021;0;2021-11-01
Catherine;Belgique;Chambre Standard Cars;3;Novembre 2021;Famille; 25 novembre 2021;Très bien;8.0;Personnel super gentil, hotel propre;Isolation des chambres est pas top;0;CatherineBelgiqueChambre Standard CarsNovembre 2021FamilleCommentaire envoyé le 25 novembre 2021Très bien;Santa_Fe;2;2;novembre;11;2021;0;2021-11-01
